address,ens_name,op_token,op_tokens_voting,total_votes,op_voting_nft,total_proposal_interaction
0x37f51e841566b0B7,kfiieongry.ens,4.1,60,37,6VXQ0F,17
0x339453DE7Cf92aaD,lnkimxlaow.ens,3.48,198,61,DOEBJ2,30
0xDE74423cf100C6bc,owyctdnmio.ens,2.64,176,90,RPU6XY,14
0xB0E1DE62321b31d3,zllwprhnjb.ens,0.84,87,81,UMT9DU,34
0x83AAeFc83CEfF84C,gtjinmewqe.ens,1.19,83,61,0ST4T2,30
0xB158FCc8576A4E55,csjlamnigc.ens,3.24,99,62,I81JJK,40
0x1212C3A6A348054F,wipmzaopll.ens,1.29,173,57,Q9R8UQ,45
0xeB5F1cCaa0A7Cbc1,kqkuqfdrfl.ens,2.72,71,81,MG7ELN,32
0xfAD56bc2BaA80ffe,ymrmuhbeea.ens,3.86,182,29,A854ZL,39
0x735ed8fbaee0Ae82,fitsulljym.ens,0.87,141,55,7K52QY,50
0xCfAac0ffAa754D1C,dpweqhcpid.ens,1.85,119,100,9G8CL5,25
0x5d4e75cAEc4b5B79,uphptpehjl.ens,3.99,110,49,9IX6XS,20
0xe3527d2caE6f8d09,jjpwuhctfc.ens,0.86,154,61,Y7SOJS,45
0x03be4A2FbEf6aab8,gfzecgvagr.ens,1.34,138,92,BD647T,19
0x1aBf3c667cd10c3D,yyjhnctwii.ens,1.97,83,62,88HEGG,8
0x61EBaCa1f07e7dB7,bvolyhcukv.ens,4.39,97,22,MHASU9,26
0x6ACAe06ca01ec8Cf,qsucgruugc.ens,3.69,146,43,YLRMYZ,27
0x1d5aeAaF8f0BEADE,zrxhrefzzd.ens,2.02,84,64,OFNUVI,50
0xbfa817898DC91b94,chcoamiipc.ens,3.19,116,40,DGK14V,18
0x080F2Ce0f19BFF19,nxgeulahgz.ens,4.77,89,61,72GAKN,31
0x35Aaf7ba318D2d8b,nlnchtnypn.ens,1.15,67,36,OHUV6C,29
0x34DD4c3DeDC9AC5C,sihsquetsy.ens,3.87,92,94,HSV38H,28
0xABAd129b2A3755E8,kdsrvcemkt.ens,2.69,186,28,NZ9XMN,8
0xAB294380EBf34Dde,lwjfsazffy.ens,4.06,93,29,U45WAD,19
0x851b5E6fDECaf1A2,xvbnxijxrc.ens,4.36,169,34,PGOM9E,44
0xF52fb4EbacE2cde1,gxgwvfnihy.ens,1.82,141,27,BSNQ2Q,23
0xD1beFC93cC6a0f98,ztdpqwskrr.ens,1.23,96,27,GJV14I,50
0xa8Ebc1FCb3963B1a,yunpnqhpib.ens,3.91,81,65,GRUYOD,25
0xbBc5Bb70CeCA79F5,fiijekrqam.ens,2.05,161,31,61Q674,28
0x81c1aBA8eFF31F2f,yuavctcend.ens,2.18,96,32,Y5O5BR,29
0x663AE181492fd1Af,cecazozjjh.ens,2.78,157,69,DZZXV4,15
0xa8E9e6fE40d550aD,shkczviddo.ens,2.29,151,96,O410XC,22
0x2Db79F715C435d2f,wjagnqvdmd.ens,2.76,55,29,KOU9GC,33
0xCE987b9ac69CB0FC,nazqdqweow.ens,3.15,117,26,048TK9,40
0x646f56c376F91CF9,jklccbbiem.ens,3.27,167,67,EWPSAE,11
0x5E0f6Ca1154a89Fe,mxxmhlempb.ens,3.2,146,56,UWUGY7,28
0xEbCD345cd1Dc6Bcb,fsroccihop.ens,2.5,73,31,FRD2VY,45
0x8f0bCfF7e4C06B6E,ctmcnolkev.ens,3.74,124,38,UVAT8H,20
0xFA03C6c699cEa299,dmkeneoacj.ens,3.56,149,99,IF1BNM,16
0x9aACdaD5C744f3fD,teyecexfrx.ens,1.42,117,53,WN8T13,39
0xCfa874a44b8e9279,cemhhqjnyj.ens,3.59,111,23,GZPHMU,9
0x8Cd4df2A1b6da0E6,hpmatdvgwk.ens,2.36,194,74,FZ909D,46
0xf478ABAEc7bA4D4d,bscntideue.ens,3.31,139,96,5USJHG,35
0xFe0cCBB0Fb7e475B,hkpriywtie.ens,1.59,115,65,NW9EK0,10
0xF27d05BEEE16f9fE,ndrgbfexdo.ens,0.44,199,90,6ZRO7B,28
0x1e24F4Bf04F0F405,srdjqixuns.ens,3.95,176,86,C8WYIU,18
0xEED4b85A2B8d67Ce,eeievynehn.ens,1.52,64,26,3RQ7FN,44
0xb23CEA5eA42a5cA3,xstfkemfkk.ens,3.64,114,95,0EMICM,16
0xeDC5eADFBeD5c6EF,gaihwyeamz.ens,4.48,110,97,G9L176,36
0xf43C1324FA7F60bA,hyqzrmvvbm.ens,0.92,101,60,O5JZQE,42
0xcAcE93bF30484D3C,bgovugsbmr.ens,2.63,89,38,1V7GVM,44
0x5d1E1A9CBCbDFA2d,ygfkhbotxf.ens,3.69,74,34,5BNCUB,16
0xDA6d90DEecf2ecA6,xiqlqbtkzr.ens,2.57,127,69,DG4BGH,25
0xCDAc3abE60A92acc,khdlaaljld.ens,1.92,132,45,WQUXYZ,50
0xad7c8e7AC13910a3,flxtqjqhzs.ens,4.66,60,51,WHNU0Z,22
0x627ca3e33F544dFc,egugpkaudu.ens,2.25,86,53,VSW750,41
0xbDD8Ef70cfBdbd04,kirpgqthiu.ens,2.78,123,40,AOGD5R,15
0x2f04d6b7A2CDcBec,fhxkeszwqg.ens,1.19,107,32,YG7A2M,27
0x157dc9fFE69eaB70,owllrtfdau.ens,2.03,91,79,LQ9F4F,29
0x0A065A1cBc61f0e5,ynpkxqojup.ens,0.29,184,51,DO8C6P,18
0xDed4717e0d68d472,hyydyctmdj.ens,1.82,182,98,1LVUPT,34
0x0C0eDCC50156BAFa,mjavtknpwg.ens,2.51,155,96,DK6QBC,44
0xbAE32e39C1feCB4e,iuddmwhomo.ens,4.68,80,70,4KYJ9Z,41
0xA52306f177DB1EB4,xaxxmphpst.ens,4.71,197,71,RFN2US,9
0x8AcaDCEdF91f483A,nvclltlfai.ens,1.83,187,23,P4NHZ5,37
0xfEff9BFc3d8f25E3,bxtgsfvntj.ens,1.73,72,94,A22ACI,29
0x02D3BD21d880bbBc,gkllzovfnb.ens,4.43,81,81,UK2JGI,15
0xeC287fE7FF7E4D72,xjijahehxd.ens,4.04,115,38,AB7MYW,33
0xBCF13Bab9F95c93E,rosmzsiseu.ens,4.05,169,61,MGT59E,50
0x4EDfe8E79CEc7D41,zasvmxkpzc.ens,0.38,51,48,LJ5ZHP,47
0xaADedc06a9BED673,jbuixqfpjr.ens,1.6,127,20,F189IZ,6
0xeeb6FCC4b6e6c3DB,mzmftlncaq.ens,3.87,180,87,9MMB9U,43
0xCcDB1e81CC3ac3Fb,osymgdypvg.ens,3.0,50,34,61LEQK,17
0xB2BcB41cb6dC9cE6,yirlqyhmrd.ens,4.34,145,81,UBX7PP,30
0xc19D36451e960CBB,iswwfqwxnp.ens,3.63,191,91,Y1M3P9,28
0xFF5DA883A732a59d,yxrufzhcsq.ens,3.88,110,79,6QZKXX,34
0x9Ae4CE463aDaddf4,npsiuxolxu.ens,4.14,105,84,N33BFJ,16
0xcd76f9ae1bf49aFC,bjkqmzkdvz.ens,1.05,162,21,445CQL,6
0xed6c6b178C2b7175,dyjkvegkdo.ens,2.92,155,77,HBK5KO,36
0x967a7b71Bd3098eb,ofnfownzjb.ens,1.95,129,90,9FWTOV,8
0xEFbe79469eC0aff1,buzacgiecc.ens,0.36,122,24,Z643PY,30
0xF3d3AF7FFFdeC4cd,oxnjyfohav.ens,4.17,189,100,CM97SH,23
0xcb8D58a4bafBCaaE,ttuxwuxpwm.ens,4.42,191,100,LL0Q8N,42
0x47018FC7Bd552743,txwpxxmqwr.ens,4.2,188,35,DTRYKE,41
0x6FfD58Ef69CCA1E5,pzxrjvrsue.ens,1.71,162,25,UX1OFW,17
0xaCef6c9526d33cb1,tzlmjfspmv.ens,0.13,104,99,VIYK5Q,19
0xF122dCf7ffAAE0f0,eyqnkeupkn.ens,0.47,133,81,0OWSHQ,21
0x8bDC5e7118F32994,qbcniavwhn.ens,0.69,135,45,JDEEEA,41
0x50ca7C7bf9AdBF7d,yhxksurico.ens,4.73,98,43,GSTMSI,22
0xf7D59f82f9d8d4e4,obdzmpiwby.ens,3.5,195,54,0J10XL,11
0xAEcbCB4Ae2Ed0dDC,bvcaddxmmp.ens,3.28,135,100,PPRY7B,17
0x48e793e30eDCbace,geqlmfgpbh.ens,0.73,166,38,6G6PJE,18
0xDFE0EEDd146Afce4,hphmjwnanr.ens,4.11,75,86,ZZZMY3,40
0x07efF9fce37c66A1,hzjobnjnzd.ens,4.97,119,76,VGVYGT,33
0xd5FB917bDCbD2BEe,edazojuywt.ens,0.25,200,91,HJWZVV,40
0xF5EF8ebFf62fdA4c,sdaycunwgx.ens,2.99,158,55,VYC32C,39
0xD38ba8bd0e604CCD,pvgujyumwd.ens,3.1,109,58,5NJEUN,22
0xc53b0Fe0d5d4cb3D,khjjizwuzs.ens,1.14,194,28,DZ8LBX,9
0xffeABe385B81cEd8,mwcggctdcm.ens,3.62,132,100,LEEG5Q,48
0xCb8CFcAbeD55eeF0,nhhssimomz.ens,4.48,137,24,9JU2C9,19
0xcf4E7C20E552A121,iuzfjgeeqy.ens,3.55,113,93,UVOJZO,9
0xcEEef4420e55C68a,xxplbbljks.ens,0.78,55,31,UUT0ZI,27
0xe9bC2bC4C1C1cAeE,jpwirpbymq.ens,3.4,56,79,HKR93Y,18
0x9365CC0ea9AB6c4E,rcactcjdut.ens,4.37,63,35,DJD4XJ,34
0xFd7503979FdfCe7f,akmaidliiw.ens,1.55,118,46,6IA6W5,38
0xb07be0E8e84F1Ffe,lfvonwhfeu.ens,3.27,139,76,3S5JRB,45
0xA99537e4264CA7f3,mkwdmjpeyn.ens,1.21,67,100,P47OL0,36
0xbD7aa8F55c879baa,dehoizeyij.ens,4.7,189,34,MFWJ5R,8
0xcdC9bAa40a4b8ACf,lfokdedbop.ens,2.93,65,36,WMMJXP,15
0xA6784CA1c5Db34d3,rywfuhbfzz.ens,2.1,88,31,BBH5EI,36
0x12AE22c6295A5cAc,xzhgmdspkz.ens,3.59,121,20,8K2NVU,37
0xFb7A3B4e3Ea8A12a,bjjjgomzck.ens,0.59,97,42,B782J6,19
0x0ca1ef6dc1FFf90E,nulunvldrh.ens,1.87,152,43,XCEIPQ,28
0xeF0ba1B18e3A96f3,lavwbbrigb.ens,3.61,153,47,RS8UN7,24
0xEf3C7ef8dcB3acbA,zgmvwsepgy.ens,3.29,187,79,NSJCSV,28
0xbD4F4EB8295A8EFb,tjelqhomiw.ens,3.5,70,71,3OUFDD,21
0x2ecc5948b1dCA0F2,rzoxczhqqw.ens,2.34,177,69,6NG7CY,30
0xA2aeD348ad0559Dd,tcjfnedjld.ens,3.84,86,54,G1UM76,25
0xac4BeFe19E0Fcf7F,ilsrqesjcg.ens,3.48,52,36,ZKX3JZ,44
0xeDaD7B3a825CFfcC,ctiwnhacnr.ens,3.74,109,57,DGQX5M,20
0x956Cb8CFdF13F66f,nzzmboafkr.ens,0.11,113,76,G664AE,11
0x1b51959a2eeC7D21,hpeqxccgno.ens,2.37,197,64,7S7YUA,41
0x5096cA17D9CbA259,mpwhkpejut.ens,4.11,50,24,0Z37B4,15
0xFaE94F0eF5648366,giddhlcnjc.ens,1.6,187,97,2DQ7HS,21
0x7e0Fd98397c62e69,ggbypxlyxf.ens,0.23,127,55,K5KOTP,17
0xC24ed5C9F82ef7F0,tsuvmwlnnx.ens,3.54,125,96,JPODM1,19
0xd7CA0D9a3C718bEf,pftbmmcjtp.ens,1.54,108,94,K9WO7W,38
0x9cDaAa3DCFF69fB6,pvuobmfgoc.ens,2.38,91,95,T9TC07,44
0x130dDd982ce80Bd4,ltujbhijyt.ens,1.48,158,30,BBCMI4,49
0xaC58005E8FDF9f2d,tssyzxvdps.ens,1.85,77,96,RGGWH0,38
0xf3587bBbcbD3e48f,ffoxqkafan.ens,0.19,143,48,ZNCM4T,22
0x98DBb84A9901DB1A,znbvnerque.ens,1.58,57,87,OKQTNY,32
0xf5D33F93F7Bee563,tkfktmpcxd.ens,2.33,104,35,KB3IZV,39
0x20A7B8Fe1fF0c5aa,nwcllytxjc.ens,4.43,106,49,KS9URH,28
0x7CBfB910A542A00b,gmdjmhznek.ens,2.95,101,96,IOHGXB,45
0xf3a7aAEf72f1Bc5d,wasrsfmchi.ens,0.85,177,82,3ZOGI7,12
0xc4Ab8C5616fEAd83,xcjzapcwpi.ens,3.59,72,26,P1ULUN,6
0xeE81999b67dcea88,nhpverzfyq.ens,0.6,124,45,EBXUWK,18
0xBBfd3Ab6d8F8eE66,syuolecklk.ens,1.09,62,99,1O3EMM,40
0x6D6EaE256CfeD813,rmnrnpjdww.ens,4.26,172,46,P9RZLF,20
0xC9a5AB428f5a4fC1,sukzprnqwd.ens,2.8,103,95,QHC017,28
0x13Cd358ABc7d385a,hqodpcytyl.ens,2.84,70,42,YXAERQ,7
0x8eB7d0AFE026bAdF,yvxyglljsy.ens,3.29,54,41,06KGRZ,32
0xFBC3b39Ce343CF93,edvbymgdxd.ens,0.65,93,100,9Y6EZJ,21
0x64aaD502ec55ccB6,zzjtyiabso.ens,0.42,147,93,KZFT7X,32
0xD907D19C63ff28bA,xabjlpbdzp.ens,4.62,65,33,WQ60WB,48
0xf44E616Ce56F05f5,bocohdwqxl.ens,1.31,163,92,IEF032,5
0xaccFFF6ad1c4C7CD,vijhpoulot.ens,3.02,150,96,L335BR,26
0x76BFf77f572b606D,flqgrqadif.ens,0.77,128,80,Y8CVMW,23
0xCfcBD6b729d56eea,jkqkfkqwtr.ens,1.06,133,69,ONXNSP,39
0xf858D8A416A0F564,llsezmroyr.ens,3.1,181,68,QFU0GI,32
0x25757AEcf3c5a25F,bjlatlpmdv.ens,2.27,122,66,TBE1EE,43
0xDbD6be77a7298b2A,hotztqjaet.ens,3.64,144,85,NQ6I2H,40
0x73FFe4e40508ecDa,jamkndfnhi.ens,3.28,84,73,4U5ZWL,29
0xb2a9eb1CDF5C2e1C,bismxzgvys.ens,4.58,156,74,S24EGA,19
0xEC196e3536577eAC,ldjrhwmxov.ens,1.49,116,99,X57CTI,36
0x93D4c3d8edA9f6F6,uhocyqkpdz.ens,4.82,108,27,DJ3QK8,35
0x1eE1Ab7Aa811a8Dc,gvdbpifgfx.ens,3.2,94,20,RQ85Y3,33
0x86fEFb20eaef9396,cutukrugas.ens,0.23,51,85,9VT5AH,27
0xAEBaa00dC9EDB8Ca,nwajpnqnhh.ens,2.26,73,29,QVUZFZ,47
0xb4e2B0e7D93acDaF,waqeubgzez.ens,2.06,181,57,7QHU1Z,22
0x38edf1BF8ADaa3EC,qnkplcxsvl.ens,1.48,181,83,P87EGJ,50
0xfd9EEd9c14AAdDaA,nljbgjjlbw.ens,0.51,181,37,A8BXOA,31
0x9Ac073c2ee080e10,eempwxsxdi.ens,1.28,50,67,A1NIJ0,25
0xeeD12EACdfB11Eea,bgzopoglwq.ens,0.78,87,75,IWT88J,26
0xd0fcDDB1A38291eF,nldvtknedc.ens,1.17,135,93,DS0JLU,38
0xAbAc5c501c12C9c6,gfzpjbfwtz.ens,4.95,64,33,4NCR7C,40
0x8cF5cd61Df8dfb01,wnbeftphec.ens,2.95,162,62,88LR04,12
0x4bc1f19FCEC11AbF,mhteqisxye.ens,3.18,73,60,ZKG7M6,26
0x4cBF72c6eCF0aBF9,epwtmyumga.ens,4.21,52,67,HAEE8E,14
0xF399E21eE1bE6a11,rsxyjdnuza.ens,3.82,133,20,6AXBLZ,38
0x032CD93dADbEA6c1,fbukszeudp.ens,4.64,149,41,SFKM0A,21
0xfCedDDD9F0c5dDAA,lefmzmhcwk.ens,1.59,149,56,75CRX5,35
0xFacb7933bC93Ebc9,qtdakgczje.ens,1.93,153,43,R4WWMV,10
0x18d42ECBeCF0DeD6,tyvkkvqusm.ens,1.2,105,59,0L4URS,18
0xFdB2AE91b1da5c6a,dbgnlrzjls.ens,0.29,190,59,MBRZUO,16
0xBDE96a7A2Eb3Bf5d,ibpyxjdoyd.ens,3.89,189,88,SRW5VS,46
0xeCDE12c7f90f4ff8,wlhomfyuip.ens,1.35,183,84,JON02M,48
0x2DbDf4bb4FB6e24A,sqozizrjzi.ens,1.82,105,82,UYPL94,34
0xFbC7DaE5C855981D,ukaeuhfqpo.ens,0.22,132,53,2R0OPX,10
0x9ca54b2B3fbA87fA,fyfepckrtf.ens,2.23,82,23,XW1JJ1,11
0xCbbc1e86Ae50DAB8,czzppzgprg.ens,1.15,164,59,A303A6,25
0xa53cdD4bB7201aF5,ixpliwgxxm.ens,0.13,138,91,WIU7TT,27
0xFE2B53DFB0A8B17D,losuqlznqj.ens,3.51,117,82,JXZWEE,46
0x9ce7fBcdC7B2dB23,dxaocybrou.ens,2.98,88,61,ZI79W5,5
0x0a72BdeA862C40a6,bidwajbwiw.ens,1.31,134,34,BNL6YJ,32
0xeE890CE9a2781820,rchnoxquur.ens,4.74,154,80,QCE65L,35
0xDFc4aAFFfdAcbdf0,irzztkllvl.ens,4.69,179,32,OXJX3W,5
0xb9Da4bcF13b26cD2,sykqzsefes.ens,2.41,113,30,CJM5J5,45
0xdCEDAc95ed529f21,dcilptqihu.ens,3.88,193,31,W0GUOF,48
0xB63f882Bec64517A,luctvzbilw.ens,4.99,68,49,ELMWOD,15
0x5d904A59a39e4c2e,asyefcgwpl.ens,1.99,180,76,DMV8H1,45
0x0EEDBD6A063B2dd6,idezuazqdp.ens,4.45,68,62,43EKT7,42
0xcC1A19eC0bAdaE7C,qilrehzaim.ens,0.54,132,28,XBTWUQ,46
0x09258bA9E8fA8D30,lqrzorgysr.ens,2.39,93,78,4Q2XPV,28
0x39fA69abA0fcfA53,uxxqrjfdqn.ens,1.21,57,55,OS80V1,7
0xebefb7BA3D18fcd3,rpfthiaihc.ens,3.81,54,66,7CS5LF,26
0x9aba4b6c85f42f38,unpyunwyxe.ens,4.04,161,89,9RJEH9,38
0x3caa3521ACC6efED,bmpvrzvoki.ens,4.33,169,89,N5CRV2,29
0xa9e67BB8a4353A4d,nolnlepsxn.ens,2.63,180,72,B3VV0R,25
0x8E42AD3EccE8E6f3,vwpqcfonix.ens,0.54,110,93,B398JA,14
0x6e7C5cb015d35A6A,wiehbngugn.ens,0.73,56,50,QVKFEN,10
0xEEd2D39A894dcf84,cyqgtwyujg.ens,4.74,94,97,40QH1L,15
0x2dCA5f9E17a892db,mtfxycmagk.ens,0.69,200,46,68GJR4,38
0x62c4A1fdEf6fE4bC,jukusqrurz.ens,3.87,90,86,EHMT03,42
0xc5955Acf4FB4C422,bfvzzxfxos.ens,1.13,187,85,O95QFQ,43
0x8baCf4CF4faEda48,rbwdyieups.ens,1.61,104,55,AV89O5,20
0x5004fF38Bc3Bd0cc,qpjyxldzso.ens,1.19,193,78,6EB32B,12
0x1cBaEc8e1153EAd0,bpqjjvghrp.ens,3.92,117,28,N8UKKZ,49
0x0ADa69395B043361,uszaifsrzc.ens,2.07,102,58,TOTR0B,43
0x0DaDdB8dAAaCE2cF,hsmepzlvvo.ens,0.55,182,23,6Y5CC4,21
0x3ce611aF985ceE3C,csfusalrkw.ens,4.65,99,28,EKD6XS,29
0x3f1cD9B1BB9bc10B,zymdlunwyw.ens,2.14,157,76,V9E9IX,44
0xb229FBB6Bd8dDEaf,ayfcsjklxi.ens,2.12,105,89,Q55HMX,30
0x60fDdCad4440AADF,xbjwavlxjb.ens,4.91,89,24,PAKLZR,36
0xA83c2bb7dbd587fF,maqbyenrxd.ens,3.11,55,77,7SEDHF,48
0x8D5CF4acAAA2db45,silvdubiut.ens,1.35,192,96,SUMPM1,23
0xc4eFAda843A8AC22,itegigmiiz.ens,2.28,132,53,XBXKP1,29
0x6b0ce1562174dD16,skwvsurjnq.ens,2.06,167,43,VH35S2,12
0x5ff1E879C8EeeEFa,ldjvcrnrmf.ens,3.28,199,52,THU2V5,46
0x3DAd5Bb58A9E6bF2,vbbiibvgud.ens,0.17,54,89,8JXVZB,30
0x6FA4ecBd3C671A65,buszedaefj.ens,2.81,158,73,I76SEL,13
0x24E9d2dB7F56A236,ttuwjtzlvg.ens,3.99,83,57,D3UHCO,22
0x7C880BB8F6bBBA61,imlazereoq.ens,4.43,175,98,5RHTID,20
0xe88bACEe2f1ccf4C,ctlreatcjj.ens,4.47,89,73,8T6YB8,32
0x7DAf379dDD14d853,fiienowdut.ens,3.39,58,22,2BL5FP,9
0x4a16FfAee6Cc016b,yyjymbgidd.ens,1.18,116,60,EOFARU,11
0x63AaA79a74F5eaCb,qqiikhgsfb.ens,0.94,143,50,7XKTOP,43
0xfA5fDD6F8fbcCe3B,iskufxopqc.ens,1.6,91,44,0KMMUT,26
0xE28bcaEfd5a7725C,ruajryhyeq.ens,2.79,187,57,ENZSE0,34
0xA3ab0B9c9e39CEE8,tycfskkuxq.ens,3.22,96,74,P5FU8V,36
0xfc69A6eE0D3C0DC3,keipbkbjgz.ens,1.69,140,69,Y6NN5O,27
0xEbC34c1FEb547CED,glvwjdvfuc.ens,1.01,126,97,7IC04S,5
0xDec45dF75eB87e26,prdtmgpbhu.ens,1.63,108,40,S8HNH4,45
0xa8bB42B03fbfAD18,xsbiewendj.ens,4.84,107,46,GHCFVH,19
0x88FEaFcFb02eBdc3,magyozeizu.ens,4.34,195,71,D8392G,33
0xAee84CdE252fcf9B,dsucpfxefg.ens,3.54,196,37,E4CY7Q,22
0xE3Efc90fB5FaD3F5,enadbsazxi.ens,3.02,164,67,XRR5JN,50
0x31e3dCA9Ff43D3F5,jnucmdfdwu.ens,1.23,51,46,8C8RFY,39
0xD1baEB7E8e6fbFF7,eerinbqfmx.ens,1.48,78,82,O3E398,26
0xB1B79fEbD08AEaD5,hrqyzkekgc.ens,0.27,71,53,D09D9U,50
0x4Db4E58b88A49CB8,pmehotivts.ens,3.45,52,36,SJFFAJ,44
0xAdfBb343ECf82ECb,ncqzgmqzlx.ens,1.75,139,98,SXC9AG,18
0xD62eAfcfffb0EBDb,whxunouitn.ens,3.59,132,23,0MXOFY,49
0xd1e62D169705c66f,gxmcaxtvih.ens,4.41,63,95,O6CFZD,6
0xae297b9c9AEAf1D6,oypzwlajts.ens,0.57,170,91,8PMXQS,35
0x13dd81c1767DFCd1,rwbucoifib.ens,0.6,147,62,JL2ONG,17
0x8BbA0feB61eC0606,rtxrbqxgtk.ens,2.3,98,59,9AOUL0,36
0x0dD0bA45C2fD50c1,skcdzphayh.ens,3.12,97,66,RUE6NA,18
0xCaC330d53548efa6,gpdzorrggc.ens,2.62,145,91,0U9352,16
0xB3FD678A1ACa23cc,iozsivmbij.ens,0.74,58,30,WAVDQP,43
0x09b1E99bBf78dE6D,jgnxxmbisr.ens,3.93,121,44,TFPM4V,10
0xfaCAedbf44B51C7f,mebyirwmbh.ens,2.24,143,89,P5W2YB,26
0x89D2Caa5358C2EFd,wkdpnhezdv.ens,2.53,200,43,8X6NFR,24
0x9fdA5cB5F04efA9E,gjsohyjyuq.ens,0.2,121,70,OTY9OO,30
0xf2C7aCB671FB1a2c,hqgiqukqzu.ens,1.16,121,71,MTKISH,14
0x94A4634Cf6a1bFED,sngjqpxnwk.ens,0.25,90,25,EM4GFN,6
0x3712f5D03b62aA32,szkipwyuzo.ens,2.65,184,81,FVD7LC,32
0x3Af3c38e355297b3,ogehpvyaxq.ens,0.48,162,66,Y6EIX4,16
0x7740DAf8ee6Fe77E,hgdoerfoxw.ens,4.73,78,27,D1WCC9,18
0x53af07CD9574ECe4,elsckypujx.ens,1.08,67,61,A6P5AY,17
0x26EF862bcCbB9B96,ittykwthdz.ens,2.63,63,62,KYI1LD,44
0x9CEdDD34D98F4d80,fyquvzgvsq.ens,4.15,120,37,68TY7N,25
0x65c8cBB2BDfaffaf,acpdvvztid.ens,2.32,97,70,YN7NQL,41
0x3189DbE861fC969B,wpsbklzhwj.ens,4.42,79,31,HU78IN,17
0x16c8c2cB5ebb6ee0,hudbwhulnu.ens,0.14,127,57,4Y3DP3,31
0x0d5ac480C1a5b8d0,wmjnjhmmdk.ens,4.26,67,85,9H9Q93,46
0xdBbc610318c95956,ronsqusjqg.ens,2.63,196,20,2E1GMY,28
0x7C79aEc092EBAbaa,ftuzkqqhiw.ens,2.0,127,100,DYX5JH,6
0xEd32aEfFAd5Bb6bC,fuwzpmkilr.ens,2.81,176,80,2K1VT6,12
0xF3907ebcB79fBBCd,bmjijnhikk.ens,3.27,163,46,Y9R9FL,11
0x8A6fcBC8c0edE459,rthdakvlyl.ens,0.51,53,58,I73ZH8,11
0xadCae375b0012550,ypasclxuln.ens,2.83,146,56,89F3YV,44
0x1f8CD3051Cfc1eD9,livmdrpftj.ens,1.65,106,49,80406R,16
0xd11dF1D0dace47B8,uvowdgevzb.ens,1.81,59,62,CSWTZM,26
0xf8a6766cA3cc6AE5,bpanhwbzvm.ens,4.33,68,66,MH97XE,21
0xCf7B12eF23C83Fdf,oxnalzieag.ens,1.95,73,75,PUJ58R,47
0xd08305b91A97cFB2,dpdsciwiom.ens,1.54,182,47,PJOU3J,26
0xb4F1E197aaf6FF73,rhgihhmmyi.ens,3.36,139,20,YUFEQS,32
0x1fbA103F319aA1dB,tvgyxoeyey.ens,3.52,197,25,5KAWHD,33
0xcb08d1E57DB7c8fB,ucyztunmmc.ens,4.86,105,52,GW1P24,41
0xDf1a561E1a31F7D0,ntdjdmhzmg.ens,0.34,109,72,K88U2G,21
0x6f13d7DbBBce7e7c,vnmjlhqyxj.ens,3.02,182,65,D0GT6W,17
0xbC53BB6ece8f8A8E,ifgachghhg.ens,3.91,126,39,7X2KB2,42
0xEEE2AF504aCCf9AD,giipuvqlnx.ens,0.67,137,28,S6QHOD,38
0x48b0f397c2FC0Ef3,ghlublykoj.ens,2.22,64,77,ZF7OID,13
0x97EeC6CC7a6E2ac1,zuvsgyvhbl.ens,4.49,82,34,J25USQ,28
0xFdb5879B3E11C72F,keperppazf.ens,1.87,58,31,BYLH2B,40
0xbdE6b2b259FD17De,fgenmwshxq.ens,4.79,117,25,00TXWJ,36
0xfb7a8DAF16dF8C46,dhctaxsktd.ens,3.8,158,53,5Q16BH,31
0xe9Fb52EEAE4835Ae,sdissyhpuh.ens,0.31,196,23,RFIUF5,33
0x8f75eFD826A49499,tmzfsnqaxj.ens,2.8,101,35,OBNJKV,42
0xAdA2bF7CA56cb0F8,vralwogxka.ens,2.66,140,89,A1EEM3,34
0xc7E9a7d2DFc3DBd2,xzsasnhxoj.ens,3.67,122,49,PAV0US,44
0xc99985ab899D1B7B,jwhzksmzyd.ens,2.86,72,24,NZCB2T,50
0xba0ACF8CAF8cfAaB,tbnyqpbnlz.ens,5.0,157,63,58BDGZ,46
0xBd05FeffcDB5FbBE,wbugtkovqa.ens,1.91,69,99,JQDUZR,34
0x01eBddEbeea00fA6,gosleylrre.ens,1.36,155,65,144Z4E,12
0x09831AeB4f933Aa2,voqbixuijl.ens,3.96,113,72,RO95G2,16
0xBA8F5cB6e45ADB7A,jumotsossd.ens,4.28,74,86,UYUA2W,25
0xcf9dc9A6a4af5FAE,slcmptzexn.ens,1.74,114,56,JTTBLL,39
0x89Df8470024C64df,tzzgebtyqf.ens,0.6,181,33,CJA3SR,5
0xddBC6D89c8C77CaC,bcpktxhvbn.ens,2.32,121,76,I4GQ5C,23
0xbFE1A5F3Fbe732D7,bfldtnxczg.ens,3.57,50,75,P9NYXG,29
0x0E7AeE3ECe31EA3e,sknztypyvp.ens,3.7,189,63,J3IRY8,48
0xE2Ee2C6a5831d789,vodybdzhhk.ens,4.21,75,86,7B7X61,25
0x687Cacfbe527c3E6,ysmdtgpium.ens,2.05,122,99,A5ZLR2,28
0xd6B07BC9Bc9b77ce,cunnjtqkll.ens,3.66,53,56,WYFCWD,16
0x142F91B51daeDdCb,borzxuutln.ens,2.48,188,62,NBPLB3,40
0x35AAE3E8fAeCcB9e,rqmradrxrm.ens,1.52,113,30,SU594T,44
